2017-04-18 01 :56:04.829  DECODED: 01  10  01  10  01  10  01  10  01  10  01  10  01  10  01  10  01  10  10  10  10  10  10  10  01  01  10  10  10  01  01  01  10  01  01  01  10  10  10  10  10  01  10  01 10 01 10 01 10 01 10 01 10 01 01 10 01 10 01 10 01 10 01 10 01 10011001100110011001101001100101100101101010010110011001100110010110101010101001010110011001101001010101010101010110011001100110011

2017-04-18 01 :56:04.829  DECODED: 01  10 01 10 01 10 01 10 01 10 01 10 01 10 01 10 01 10 10 10 10 10 10 10 01 01 10 10 10 01 01 01 10 01 0101101010101001100110011001100110011001011001100110011001100101100110011001100110010110011010011010010101101001100110011001101001010101010110100110011001101001010101010101010110011001100110011





2017-04-18 01 :56:04.829  DECODED: 01 10 01 10 01 10 01 10 01 10 01 10 01 10 01 10 01 10 10 10 10 10 10 10 01 01 10 10 10 01 01 01 10 01 01 01 10 10 10 10 10 01 10 01 10 01 10 01 10 01 10 01 10 01 01 10 01 10 01 10 01 10 01 10 01 10 01 10 01 10 01 10 01 10 01 10 10 01 10 01 01 10 01 01 10 10 10 01 01 10 01 10 01 10 01 10 01 01 10 10 10 10 10 10 01 01 01 10 01 10 01 10 10 01 01 01 01 01 01 01 01 01 10 01 10 01 10 01 10 01 1
0
2017-04-18 01 :56:04.829  DECODED: 01 10 01 10 01 10 01 10 01 10 01 10 01 10 01 10 01 10 10 10 10 10 10 10 01 01 10 10 10 01 01 01 10 01 0101101010101001100110011001100110011001011001100110011001100101100110011001100110010110011010011010010101101001100110011001101001010101010110100110011001101001010101010101010110011001100110011



2017-04-18 01 :56:04.832  DECODED: 01 10 01 10 01 10 01 10 01 10 01 10 01 10 01 10 01 10 10 10 10 10 10 10 01 01 10 10 10 01 01 01 10 01 0101101010101001100110011001100110011001011001100110011001100110011001100110011001101001100101100110011001100110011001100110010110101010101001010110100101010101010101010101010110011001100110011

2017-04-18 01 :56:04.832  DECODED: 01 10 01 10 01 10 01 10 01 10 01 10 01 10 01 10 01 10 10 10 10 10 10 10 01 01 10 10 10 01 01 01 10 01 0101101010101001100110011001100110011001011001100110011001100101100110011001100110010110011010011001100110011001100110011001101001010101010110100110100101010101010101010101010110011001100110011



2017-04-18 01 :56:04.857  INVALID: 0110011001100110011001100110011001101010101010100101101010010101100101011010101010011001100110011001100110010110011001100111011101110111011101110111001101001100101100101101010010110011001100110010110101010101001010110011001101001010101010101010110011001100110011

2017-04-18 01 :56:04.857  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100101100110011001100110010110011010011010010101101001100110011001101001010101010110100110011001101001010101010101010110011001100110011



2017-04-18 01 :56:04.861  INVALID: 0110011001100110011001100110011001101010101010100101101010010101100101011010101010011001100110011001100110010110011001100111011101110110011101110111011111011101111101110111001100110011001100110010110101010101001010110100101010101010101010101010110011001100110011

2017-04-18 01 :56:04.861  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100101100110011001100110010110011010011001100110011001100110011001101001010101010110100110100101010101010101010101010110011001100110011



2017-04-18 01 :56:04.898  INVALID: 0110011001100110011001100110011001101010101010100101101010010101100101011010101010011001100110011001100110010110011101110111011101110111011101110111011111011101111101111101010010110011001100110010110101010101001010110011001101001010101010101010110011001100110011

2017-04-18 01 :56:04.898  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100101100110011001100110010110011010011010010101101001100110011001101001010101010110100110011001101001010101010101010110011001100110011



2017-04-18 01 :56:04.901  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100110011001100110011001101001100101100110011001100110011001100110010110101010101001010110100101010101010101010101010110011001100110011

2017-04-18 01 :56:04.901  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100101100110011001100110010110011010011001100110011001100110011001101001010101010110100110100101010101010101010101010110011001100110011



2017-04-18 02:14:41.479  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100110011001100110011001101001100101100110011001100110011001100110010110101010101001010110100101010101010101010101010110011001100110011

2017-04-18 02:14:41.479  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100101100110011001100110010110011010011001100110011001100110011001101001010101010110100110100101010101010101010101010110011001100110011



2017-04-18 02:34:40.997  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100110011001100110011001101001100101100110011001100110011001100110010110101010101001010110100101010101010101010101010110011001100110011

2017-04-18 02:34:40.997  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100101100110011001100110010110011010011001100110011001100110011001101001010101010110100110100101010101010101010101010110011001100110011



2017-04-18 02:54:40.522  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100110011001100110011001101001100101100110011001100110011001100110010110101010101001010110100101010101010101010101010110011001100110011

2017-04-18 02:54:40.523  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100101100110011001100110010110011010011001100110011001100110011001101001010101010110100110100101010101010101010101010110011001100110011



2017-04-18 03:14:40.151  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100110011001100110011001101001100101100110011001100110011001100110010110101010101001010110100101010101010101010101010110011001100110011

2017-04-18 03:14:40.152  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100101100110011001100110010110011010011001100110011001100110011001101001010101010110100110100101010101010101010101010110011001100110011



2017-04-18 03:34:43.074  INVALID: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100110011001100110011001101001100101100110011001100110011001100110010110101010101001010110100101010101010101010101010110011001100110011

2017-04-18 03:34:43.074  INVALID: 0110011001100110011001100110011001101010101010100101101010010101100101011010101010011001100110011001100110010110011001100110011001011001100110011001100111110111110111011100110011001100110011001101001010101010110100110100101010101010101010101010110011001100110011



2017-04-18 03:54:42.594  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100110011001100110011001101001100101100110011001100110011001100110010110101010101001010110100101010101010101010101010110011001100110011

2017-04-18 03:54:42.594  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100101100110011001100110010110011010011001100110011001100110011001101001010101010110100110100101010101010101010101010110011001100110011



2017-04-18 04:14:42.116  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100110011001100110011001101001100101100110011001100110011001100110010110101010101001010110100101010101010101010101010110011001100110011

2017-04-18 04:14:42.116  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100101100110011001100110010110011010011001100110011001100110011001101001010101010110100110100101010101010101010101010110011001100110011



2017-04-18 04:34:41.749  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100110011001100110011001101001100101100110011001100110011001100110010110101010101001010110100101010101010101010101010110011001100110011

2017-04-18 04:34:41.749  INVALID: 0110011001100110011001110111011101111101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100101100110011001100110010110011010011001100110011001100110011001101001010101010110100110100101010101010101010101010110011001100110011



2017-04-18 04:54:41.342  INVALID: 0110011001100110011001100110011001101010101010100101101010010101100101011010101010011001100110011001100110010110011001100110011001100110011001100110011010011001011001100110011001100110011001100101101010101010010101101101111111111111101010101010110011001100110011

2017-04-18 04:54:41.342  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100101100110011001100110010110011010011001100110011001100110011001101001010101010110100110100101010101010101010101010110011001100110011



2017-04-18 05:14:40.960  INVALID: 0110011001100110011001100110011001101010101010100101101010010101100101011010101010011001100110011001100110010110011001100110011001100110011001100110011010011001011001100110011001100110011001100101101010101010010101101001010101010101010101010101100110011101110111

2017-04-18 05:14:40.960  INVALID: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100101100110011001100110010110011010011001100110011001100110011001101001010101010110100110100101010101010101010101010110011001100110011



2017-04-18 05:34:40.573  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100110011001100110011001101001100101100110011001100110011001100110010110101010101001010110100101010101010101010101010110011001100110011

2017-04-18 05:34:40.574  DECODED: 0111011100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100101100110011001100110010110011010011001100110011001100110011001101001010101010110100110100101010101010101010101010110011001100110011



2017-04-18 05:54:40.189  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100110011001100110011001101001100101100110011001100110011001100110010110101010101001010110100101010101010101010101010110011001100110011

2017-04-18 05:54:43.570  INVALID: 0110011001100110011001100110011001101010101010100101101010010101100101011010101010011001100110011001100110010110011001100110011001011001100110011001100101100110100110011001100110011001100110011010010101010101101001101001010101010101010101010101110111011101110111



2017-04-18 06:04:41.686  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100110011001100110011001100110011010011010010101101001100110011001101001010101010110101001101001101001010101010101010110011001100110011

2017-04-18 06:04:41.686  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100101100110011001100110011001100101100101101010010110011001100110010110101010101001011001101001101001010101010101010110011001100110011



2017-04-18 06:24:41.306  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100110011001100110011001100110011010011010010101101001100110011001101001010101010110101001101001101001010101010101010110011001100110011

2017-04-18 06:24:41.306  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100101100110011001100110011001100101100101101010010110011001100110010110101010101001011001101001101001010101010101010110011001100110011



2017-04-18 06:41:41.821  INVALID: 0111011101110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100110011001100110011001100110011010011001100110011001100110011001101001010101010110101001010101010110101010101010101010011001100110011

2017-04-18 06:41:41.821  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100101100110011001100110011001100101100110011001100110011001100110010110101010101001011001010101010110101010101010101010011001100110011



2017-04-18 06:44:40.917  INVALID: 0110011001100110011001100110011001101010101010100101101010010101100101011010101010011001100110011001100110010110011001100110011001100110011001100110011001100110100110100101011011011101110111011111001010101010110101001101001101001010101010101010110011001100110011

2017-04-18 06:44:40.917  INVALID: 0110011001100110011001100110011001111111111111110110110101001010110010101101010101001100110011001100110011001011001100110011001100101100110011001100110011001100101100101101010010110011001100110010110101010101001011001101001101001010101010101010110011001100110011



2017-04-18 06:49:41.669  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100110011001100110011001100110011010011001100110011001100110011001101001010101010110101001010101010110101010101010101010011001100110011

2017-04-18 06:49:41.669  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100101100110011001100110011001100101100110011001100110011001100110010110101010101001011001010101010110101010101010101010011001100110011001



2017-04-18 06:53:41.590  DECODED: 011001100110011001100110011001100110101010101010010110101001010110010101101010101001100110011001100110011001011001100110011001100110011001100110011001100110011010011010010101101001100110011001101001010101010110101001101001101001010101010101010110011001100110011

